Community,Average_Risk,Members,Num_Members
203,0.4,"MARY JACKSON, JI TING, JOSHUA ELLIS, FRIDA GUTIÉRREZ, PATRICIA WHITE, HÉLÈNE LABONTÉ, JOHN ROBINSON, LOBANOVA VERONIKA ARHIPOVNA, TUSHAR BORAH, GREGORY OLIVER",10
47,0.4,"JULIE BURKE, VICTOR WRIGHT, TRACY WARD-FORD, LAURENCE LABBÉ, PHYLLIS WEST, BRIAN LEONARD, NAYANTARA KEER, TRAVIS RODRIGUEZ, KATHLEEN WILSON, MARC FONTAINE-GERVAIS, CHRISTINA HESTER, ABIGAIL GRAVES, LAURIE DURAND, LAURENCE FORGET, JENNIFER MORGAN",15
8,0.38461538461538464,"JONATHAN SANTANA, KIM GREGORY, ANA LEBRÓN TRUJILLO, GENEVIÈVE JACQUES-BERNIER, BENJAMIN NELSON, SUSAN RODRIGUEZ, PATRICIA RUSSELL, KAREN HAYS, LAURIE BALDWIN, DAKOTA MILLER, SHAWN CARSON, JAMES PATTERSON, LEE COMPTON, POPOV NIFONT EVSEEVICH, JEREMY MILLER, CAROLINE DALLAIRE, YU HUA, LESLIE DEAN, IAN LEWIS, RACHEL GREEN, JUAN CARLOS LOZANO, MICHAEL HINES, DR.JUSTIN ROBERTS, DR. TIFFANY CARDENAS MD, ALEXANDRA BLAIS, AMANDA JOHNSON",26
156,0.375,"KAREN MITCHELL, MATHEW BARNES, ELA APTE, LAURENCE MOREAU-BOUCHARD, ANTONIO HERNANDEZ V, LINDSEY LEE, CARL RICHARD, KRISTA MITCHELL",8
433,0.3333333333333333,"DR.WEI YANG, KELLY ROBERTS, DR.VINCENT SWEENEY",3
206,0.3333333333333333,"DOROTHY MCLEAN, MICHELLE BRISSON-LAPIERRE, AMY SMITH, EVAN JOHNSON, IRA SANDAL, DR.KATHRYN MILLER",6
248,0.3125,"HAYLEY GOLDEN, EMILY MILLER, LAGAN DESAI, STEVEN MILLER, MATTHEW MILLER, JONATHAN DAVIS, ANITA STONE, TAMARA ZAMORA, SHANNON BRADLEY, STEPHANIE WILLIS, ADIRA DEWAN, DR.XU CHENG, HEATHER NGUYEN, BRITTNEY JOYCE, ASHLEY RODRIGUEZ, YI LIU",16
439,0.3076923076923077,"ZHOU LI, JOSHUA WATSON, CARLOS THOMAS, ANDREW FRAZIER, ZOÉ FORGET, CRAIG MOORE, DORONIN DOBROSLAV JAROSLAVOVICH, MR. RYAN DAVIDSON, NITYA BOBAL, GABRIELLE ROSALES DDS, MATTHEW COOPER, MARY OLIVER, EDWARD FLORES",13
397,0.2857142857142857,"MEGAN MORGAN, MICHAEL ALLEN, DR.MARIANO CHAPA, MARIA WILLIAMS PHD, LINDA AGUILAR, ZACHARIE MARTINEAU, THOMAS STEWART, JOSHUA BELL, JESSICA MELENDEZ, GÉRARD-BERNARD DIONNE, BRANDON MARSHALL, LONG LI, SHIRLEY WOOD, MANUEL JUAN ESPINO",14
533,0.2857142857142857,"TIFFANY BOWEN, LIU HUI, GEORGES LANDRY, DR.CRYSTAL CHAPMAN, BRANDON HOWARD, DR.DAVID LEE, REBECCA HANEY",7
310,0.2631578947368421,"JOSEPH WAGNER, DR.ROBERT PARRISH, KAITLIN FISHER, RÉMY THÉRIAULT, DR.BO XIANG, DAWN ORTEGA, IND.AMY YOUNG, TAMARA TRAN, SHAWN MONTGOMERY, JONATHAN PATEL, MARY RAMIREZ, JOSEPH WARREN, JESUS WARD, DEBORAH KAUFMAN, ROBERT DAVIDSON, NOËL JACQUES, DAVID HAMMOND, DR.RYAN KELLY, DANA WELLS",19
207,0.25,"DR.ALEXIS VASQUEZ, TERRI SIMMONS, BECKY WEST, DIANA LAWRENCE, COURTNEY GREENE, JUDITH SMITH, YUVAAN HALDER, KIMBERLY SHEPHERD, MITCHELL STANLEY, JEFFERY MURPHY, LOUIS AUDET, ROBERT SÉGUIN, VICTOR ARCHAMBAULT, STEPHEN NELSON, DR. LAWRENCE MARTINEZ, FREDERICK CABRERA, CODY RAMSEY, STACEY SMITH, MATHIEU BÉLAND, DR.MARYSE-JULIE RIVARD",20
72,0.25,"STEPHANIE CHAMBERS MD, DR.TODD DAVIS, HOWARD BRYAN, NICOLE BRUNET, HU LEI, EXPRESSDRIVE, VEDIKA DUGAR, DAISY SMITH",8
483,0.25,"ANAY LAD, ALEXIS ANDERSON, KRISTEN DUNCAN, LUCIE PARADIS",4
165,0.21739130434782608,"LIC. ABEL OLIVO, IND.ALEXIS DONALDSON, RANDY BENDER, KELLY COOPER, JIA HAI YAN, LAKSHIT BATH, TYLER MURPHY, MARY WILSON, IAN BURNS, COLETTE TURCOTTE-FILLION, DIANA FLOWERS, GULJAEV ARISTARH ALEKSEEVICH, YOLANDA WARD, DONNA FISHER, JACQUELINE RODRIGUEZ, PAMELA FOSTER, LAURIE MOREAU, ÉLISABETH LACROIX, JODI THOMPSON, RACHEL SALINAS, DR.GORDEEV EVSEJ ZINOV'EVICH, MARK WILKINSON, DR.ASHLEY WHEELER",23
153,0.21428571428571427,"DR.TAN QIAN, KAYLA BELL, TRACEY ONEILL, DANA JONES, DR.LAURENCE TESSIER, BERNARD GERVAIS, PAMELA ORTIZ, MÉLANIE-GABRIELLE LAMOUREUX, ROBERT MOSS, KELLY BOWERS, TIMOTHY CONTRERAS, CESAR ROBERSON, SHRAY VOHRA, DR.LIU JIA",14
369,0.2,"ADVIK TAK, SARA LYNCH, KATHERINE SALAZAR, JOSHUA BUSH, JOANN BERRY, CURTIS ROWE, DR.BRANDON MENDOZA, SANDRA MCKINNEY, DEMENTIJ EVSEEVICH MEL'NIKOV, MARIO JONES, DARREN NORMAN, KARTIK HORA, DR.ISABEL HESS, GUY LAPIERRE, ROBIN WALKER",15
273,0.17647058823529413,"MICHELE WAGNER, CATHERINE BROWN, JOEL DILLON, STACEY JONES, DONALD ESTRADA, DR.BRIAN FOX, CHRISTINE LEBEL, KAREN RIVERA, ANTOINE DESJARDINS, EMMA ALLARD, DR.LINDA MELTON, NOAH PEREZ, GERALD ALI, KRYLOVA ANASTASIJA EDUARDOVNA, BRIANA MCCARTHY, DR.DENISE POWELL, ALICIA GONZALEZ",17
510,0.16666666666666666,"LUC LAPIERRE, RAPHAËL LAPOINTE, LUKE SCHNEIDER, DR.ERIC MYERS, VINCENT PEREZ, DIANA LANE",6
